,FTR,Season,HomeTeamID,AwayTeamID,Outcome,Ha,Aa,Hb,Ab,ProbA,ProbD,ProbH,Prediction
1849,1.0,5.0,1.0,0.0,1.0,0.43643854448281383,0.576814699766247,0.6655293367119338,0.3973872844962885,0.23963681048097554,0.2678255950094832,0.49253279978894693,2.0
1850,2.0,5.0,9.0,16.0,2.0,0.03956149855521088,0.36598719016355574,0.10901571424171866,0.5019869711583986,0.46324196183329003,0.28553216892282685,0.25122383943845233,0.0
1851,2.0,5.0,22.0,26.0,2.0,0.05771308689949984,-0.05264412835447816,0.11223355745830584,0.11901710423005239,0.24324391301867973,0.2853650902727922,0.47138887820790687,2.0
1852,2.0,5.0,30.0,5.0,2.0,-0.02334269410093201,0.16690325557757646,-0.2130612337438415,0.04026220602683649,0.41043895052248947,0.2539122408517711,0.33564143686235937,0.0
1853,0.0,5.0,28.0,19.0,0.0,0.005545421292310339,0.18626996284330324,-0.032336072491392615,0.3906945191182226,0.432168584473098,0.2880269144557936,0.2798029341828367,0.0
1854,1.0,5.0,10.0,27.0,1.0,0.08400531651868845,-0.14421089940415613,0.07740986049547813,-0.11723231600255118,0.17524301936711625,0.23890628062883393,0.5858332875398793,2.0
1855,1.0,5.0,14.0,23.0,1.0,0.00777263785545242,0.03834092598778403,0.19468691364979923,0.1490010207620681,0.2623699715263817,0.2971668119942923,0.4404620871547394,2.0
1856,1.0,5.0,24.0,22.0,1.0,-0.017934707903014435,0.08092549484126725,0.1811863633070896,0.12628893111370837,0.27762353160485254,0.29502919049069687,0.4273461368763269,2.0
1857,2.0,5.0,1.0,25.0,2.0,0.4162115856226606,-0.0003365518944191035,0.6804523605622654,0.025909430425450967,0.08020763366172973,0.18231026088455002,0.7374047514044193,2.0
1858,2.0,5.0,31.0,19.0,2.0,-0.04137191095921497,0.1946210063396818,-0.12264649162023857,0.39219849044797944,0.47942013361702246,0.27548564290461364,0.24509092191345733,0.0
1859,1.0,5.0,9.0,26.0,1.0,0.041449755441289836,-0.06420175687625179,0.13064672240806102,0.090159664910813,0.23344247677585583,0.284113065319851,0.4824421279656235,2.0
